bigram	frequency	relative frequency	mutual information
movement in	1.0	1.4700261664657632e-05	0.0001478115491245059
mrs. surcliffe	1.0	1.4700261664657632e-05	7.849828641265795e-05
clothes stand	1.0	1.4700261664657632e-05	0.00011341514182605199
morning hawk	1.0	1.4700261664657632e-05	8.770529212399275e-05
to change	1.0	1.4700261664657632e-05	-7.44099753887292e-05
watson supported	1.0	1.4700261664657632e-05	9.174796768186576e-05
important-looking cradle	1.0	1.4700261664657632e-05	0.00023601311911245168
would remain	1.0	1.4700261664657632e-05	-4.626499354260601e-06
: tall	1.0	1.4700261664657632e-05	4.8075641595656306e-05
outlines of	1.0	1.4700261664657632e-05	0.00023601311911245168
was action	1.0	1.4700261664657632e-05	-6.068036238943314e-05
john hunt	1.0	1.4700261664657632e-05	8.28524639032978e-05
to side	1.0	1.4700261664657632e-05	-7.44099753887292e-05
great difficulty	1.0	1.4700261664657632e-05	8.901050246587533e-05
be nailed	1.0	1.4700261664657632e-05	8.089324779295603e-07
an antelope	1.0	1.4700261664657632e-05	2.074460134314691e-05
of anchored	1.0	1.4700261664657632e-05	-7.19491290434441e-05
their bayonets	1.0	1.4700261664657632e-05	1.9183100256516433e-05
like leaves	1.0	1.4700261664657632e-05	2.3200231706898515e-05
religion or	1.0	1.4700261664657632e-05	0.00018941439213390946
arguments .	1.0	1.4700261664657632e-05	0.0002066125957831364
, five	1.0	1.4700261664657632e-05	-0.000111949745634189
designed to	1.0	1.4700261664657632e-05	0.0002066125957831364
be transmitted	1.0	1.4700261664657632e-05	8.089324779295603e-07
new sound	1.0	1.4700261664657632e-05	7.093771135320642e-05
island ,	1.0	1.4700261664657632e-05	0.00014281566515536725
afraid and	1.0	1.4700261664657632e-05	0.00013430401910253495
protectively ready	1.0	1.4700261664657632e-05	0.00023601311911245168
should fail	1.0	1.4700261664657632e-05	8.172130382289809e-05
have any	1.0	1.4700261664657632e-05	1.842339058858771e-05
years old	1.0	1.4700261664657632e-05	7.550297244390442e-05
objects do	1.0	1.4700261664657632e-05	0.00017721207245382112
and david	1.0	1.4700261664657632e-05	-8.120481652893136e-05
to agree	1.0	1.4700261664657632e-05	-7.44099753887292e-05
concentration camps	1.0	1.4700261664657632e-05	0.0002066125957831364
. give	1.0	1.4700261664657632e-05	-0.0001117752657945447
covered a	1.0	1.4700261664657632e-05	0.0001478115491245059
, comfortably	1.0	1.4700261664657632e-05	-0.000111949745634189
rubberized fabric	1.0	1.4700261664657632e-05	0.00023601311911245168
begin to	1.0	1.4700261664657632e-05	0.00017721207245382112
arguments ;	1.0	1.4700261664657632e-05	0.0002066125957831364
he approved	1.0	1.4700261664657632e-05	-6.837481566243097e-05
doesn't he	1.0	1.4700261664657632e-05	0.00016001386880459419
exhusband ''	1.0	1.4700261664657632e-05	0.00023601311911245168
lay out	1.0	1.4700261664657632e-05	0.0001089461713310927
way these	1.0	1.4700261664657632e-05	6.027796127574461e-05
from warren	1.0	1.4700261664657632e-05	4.43939887122037e-06
he bothers	1.0	1.4700261664657632e-05	-6.837481566243097e-05
baths ,	1.0	1.4700261664657632e-05	0.00023601311911245168
for these	1.0	1.4700261664657632e-05	-1.9579946994605217e-05
will always	1.0	1.4700261664657632e-05	6.527384524488325e-05
guess he's	1.0	1.4700261664657632e-05	0.00013834669466040797
traveler from	1.0	1.4700261664657632e-05	0.00023601311911245168
public felt	1.0	1.4700261664657632e-05	0.00014281566515536725
again aroused	1.0	1.4700261664657632e-05	5.5808990780785335e-05
mckinley was	1.0	1.4700261664657632e-05	0.00016001386880459419
jessica gracefully	1.0	1.4700261664657632e-05	0.00012407489190351378
a smell	1.0	1.4700261664657632e-05	-6.936835989040932e-05
the experience	1.0	1.4700261664657632e-05	-0.00011352215413302094
visually ,	1.0	1.4700261664657632e-05	0.00023601311911245168
stray from	1.0	1.4700261664657632e-05	0.00018941439213390946
a knocking	1.0	1.4700261664657632e-05	-6.936835989040932e-05
up snapping	1.0	1.4700261664657632e-05	1.3232746077560622e-05
your work	1.0	1.4700261664657632e-05	7.747616492497158e-05
properly our	1.0	1.4700261664657632e-05	0.00023601311911245168
was watching	1.0	1.4700261664657632e-05	-6.068036238943314e-05
drove away	1.0	1.4700261664657632e-05	0.00014281566515536725
payne dismounted	1.0	1.4700261664657632e-05	0.0001478115491245059
feeling supremely	1.0	1.4700261664657632e-05	0.00011341514182605199
stable .	1.0	1.4700261664657632e-05	0.00023601311911245168
persuaded to	1.0	1.4700261664657632e-05	0.0002066125957831364
money and	1.0	1.4700261664657632e-05	0.00011112182715221335
a siding	1.0	1.4700261664657632e-05	-6.936835989040932e-05
, substitutes	1.0	1.4700261664657632e-05	-0.000111949745634189
thin-lipped and	1.0	1.4700261664657632e-05	0.00023601311911245168
these folds	1.0	1.4700261664657632e-05	7.270529999394882e-05
information it	1.0	1.4700261664657632e-05	0.00016774721798972324
tears and	1.0	1.4700261664657632e-05	0.00017721207245382112
rear end	1.0	1.4700261664657632e-05	0.00018941439213390946
the sentiment	1.0	1.4700261664657632e-05	-0.00011352215413302094
nearly cry	1.0	1.4700261664657632e-05	0.00013061334547527894
and stowey	1.0	1.4700261664657632e-05	-8.120481652893136e-05
were near	1.0	1.4700261664657632e-05	3.5463976939199574e-06
smart younger	1.0	1.4700261664657632e-05	0.00016774721798972324
of horse	1.0	1.4700261664657632e-05	-7.19491290434441e-05
hope raphael	1.0	1.4700261664657632e-05	0.00015347541523282905
sharp tongue	1.0	1.4700261664657632e-05	0.00013834669466040797
was running	1.0	1.4700261664657632e-05	-6.068036238943314e-05
once used	1.0	1.4700261664657632e-05	7.181229881664841e-05
lucretia to	1.0	1.4700261664657632e-05	0.0002066125957831364
as thick	1.0	1.4700261664657632e-05	-8.920196917143417e-06
peace compared	1.0	1.4700261664657632e-05	0.00018941439213390946
simple soldier	1.0	1.4700261664657632e-05	0.00016774721798972324
the soul	1.0	1.4700261664657632e-05	-0.00011352215413302094
dawn progressed	1.0	1.4700261664657632e-05	0.00016001386880459419
through an	1.0	1.4700261664657632e-05	6.027796127574461e-05
debate before	1.0	1.4700261664657632e-05	0.00017721207245382112
tea service	1.0	1.4700261664657632e-05	0.00017721207245382112
so john	1.0	1.4700261664657632e-05	2.795103705409658e-05
andrei demanded	1.0	1.4700261664657632e-05	0.00011341514182605199
ridden hard	1.0	1.4700261664657632e-05	0.0002066125957831364
arm ,	1.0	1.4700261664657632e-05	0.00010490349577321969
to john	1.0	1.4700261664657632e-05	-7.44099753887292e-05
the group	1.0	1.4700261664657632e-05	-0.00011352215413302094
company ,	1.0	1.4700261664657632e-05	0.000121148491011181
bacchus and	1.0	1.4700261664657632e-05	0.00023601311911245168
shouts at	1.0	1.4700261664657632e-05	0.00023601311911245168
name dishonored	1.0	1.4700261664657632e-05	0.00010301803029179447
company .	1.0	1.4700261664657632e-05	0.000121148491011181
wore yellow	1.0	1.4700261664657632e-05	0.0001184110257951906
an errand	1.0	1.4700261664657632e-05	2.074460134314691e-05
accepted her	1.0	1.4700261664657632e-05	0.00014281566515536725
through on	1.0	1.4700261664657632e-05	6.027796127574461e-05
making plaster	1.0	1.4700261664657632e-05	0.0001184110257951906
sans w-i	1.0	1.4700261664657632e-05	0.00023601311911245168
in piccadilly	1.0	1.4700261664657632e-05	-5.5737902127050665e-05
beside alexander	1.0	1.4700261664657632e-05	0.000121148491011181
preparing a	1.0	1.4700261664657632e-05	0.00018941439213390946
because all	1.0	1.4700261664657632e-05	7.849828641265795e-05
slovenly about	1.0	1.4700261664657632e-05	0.00018941439213390946
brooding look	1.0	1.4700261664657632e-05	0.0002066125957831364
duty .	1.0	1.4700261664657632e-05	0.00018941439213390946
in honor	1.0	1.4700261664657632e-05	-5.5737902127050665e-05
knew for	1.0	1.4700261664657632e-05	6.306033490165458e-05
stealing ,	1.0	1.4700261664657632e-05	0.0002066125957831364
sons were	1.0	1.4700261664657632e-05	0.00018941439213390946
call and	1.0	1.4700261664657632e-05	0.00013430401910253495
failed .	1.0	1.4700261664657632e-05	0.00018941439213390946
sciences ,	1.0	1.4700261664657632e-05	0.0002066125957831364
, tell	1.0	1.4700261664657632e-05	-0.000111949745634189
the impact	1.0	1.4700261664657632e-05	-0.00011352215413302094
westminster on	1.0	1.4700261664657632e-05	0.00023601311911245168
hurt .	1.0	1.4700261664657632e-05	0.00016774721798972324
figured he	1.0	1.4700261664657632e-05	0.00018941439213390946
those presents	1.0	1.4700261664657632e-05	8.52095141101006e-05
enough we'd	1.0	1.4700261664657632e-05	8.643904916124656e-05
that with	1.0	1.4700261664657632e-05	-3.329189181802756e-05
spot and	1.0	1.4700261664657632e-05	0.0001478115491245059
once or	1.0	1.4700261664657632e-05	7.181229881664841e-05
or degroot	1.0	1.4700261664657632e-05	1.7431158461032354e-05
the luxury	1.0	1.4700261664657632e-05	-0.00011352215413302094
torment would	1.0	1.4700261664657632e-05	0.0002066125957831364
an objective	1.0	1.4700261664657632e-05	2.074460134314691e-05
out under	1.0	1.4700261664657632e-05	6.283862909910356e-06
doctor's hen	1.0	1.4700261664657632e-05	0.00013834669466040797
his flesh	1.0	1.4700261664657632e-05	-4.7255367941666414e-05
coats were	1.0	1.4700261664657632e-05	0.0002066125957831364
be free	1.0	1.4700261664657632e-05	8.089324779295603e-07
on saturday	1.0	1.4700261664657632e-05	-2.311666041940491e-05
what with	1.0	1.4700261664657632e-05	1.4357904603057261e-05
even wash	1.0	1.4700261664657632e-05	6.027796127574461e-05
they at	1.0	1.4700261664657632e-05	-7.717773397253996e-06
waiting across	1.0	1.4700261664657632e-05	0.0001184110257951906
two wounded	1.0	1.4700261664657632e-05	5.232078049358283e-05
no goddamned	1.0	1.4700261664657632e-05	2.0217687868967556e-05
dignitaries ,	1.0	1.4700261664657632e-05	0.00023601311911245168
a scotch-and-soda	1.0	1.4700261664657632e-05	-6.936835989040932e-05
he played	1.0	1.4700261664657632e-05	-6.837481566243097e-05
girls and	1.0	1.4700261664657632e-05	0.00013061334547527894
once he	1.0	1.4700261664657632e-05	7.181229881664841e-05
timbered wall	1.0	1.4700261664657632e-05	0.0002066125957831364
first entry	1.0	1.4700261664657632e-05	6.603811797980651e-05
nailed .	1.0	1.4700261664657632e-05	0.00023601311911245168
been told	1.0	1.4700261664657632e-05	2.1547451606156204e-05
grunted a	1.0	1.4700261664657632e-05	0.00023601311911245168
notice that	1.0	1.4700261664657632e-05	0.00016001386880459419
hairs on	1.0	1.4700261664657632e-05	0.0002066125957831364
insulted again	1.0	1.4700261664657632e-05	0.00023601311911245168
my senses	1.0	1.4700261664657632e-05	2.9226802070807274e-05
apartment that	1.0	1.4700261664657632e-05	0.00013430401910253495
as wide	1.0	1.4700261664657632e-05	-8.920196917143417e-06
through to	1.0	1.4700261664657632e-05	6.027796127574461e-05
, wondering	1.0	1.4700261664657632e-05	-0.000111949745634189
garden beans	1.0	1.4700261664657632e-05	0.00016001386880459419
of preparing	1.0	1.4700261664657632e-05	-7.19491290434441e-05
but sojourner	1.0	1.4700261664657632e-05	-5.492161833091695e-06
, drawings	1.0	1.4700261664657632e-05	-0.000111949745634189
tumbled to	1.0	1.4700261664657632e-05	0.00017721207245382112
met ,	1.0	1.4700261664657632e-05	0.0001478115491245059
everyone filed	1.0	1.4700261664657632e-05	0.000121148491011181
was our	1.0	1.4700261664657632e-05	-6.068036238943314e-05
placing himself	1.0	1.4700261664657632e-05	0.00023601311911245168
abbot of	1.0	1.4700261664657632e-05	0.0002066125957831364
the handless	1.0	1.4700261664657632e-05	-0.00011352215413302094
going up	1.0	1.4700261664657632e-05	7.361750696247921e-05
haggard and	1.0	1.4700261664657632e-05	0.00023601311911245168
drunkenness was	1.0	1.4700261664657632e-05	0.00023601311911245168
fields ,	1.0	1.4700261664657632e-05	0.00015347541523282905
before .	1.0	1.4700261664657632e-05	4.757367136783337e-05
brought them	1.0	1.4700261664657632e-05	0.00010687668825428683
taller steeple	1.0	1.4700261664657632e-05	0.0002066125957831364
waded into	1.0	1.4700261664657632e-05	0.0002066125957831364
clusters of	1.0	1.4700261664657632e-05	0.00023601311911245168
luisa register	1.0	1.4700261664657632e-05	0.00023601311911245168
drew her	1.0	1.4700261664657632e-05	0.00013061334547527894
with apprehension	1.0	1.4700261664657632e-05	-2.611840056637036e-05
just flops	1.0	1.4700261664657632e-05	6.306033490165458e-05
blind course	1.0	1.4700261664657632e-05	0.0001478115491245059
and shoving	1.0	1.4700261664657632e-05	-8.120481652893136e-05
movement or	1.0	1.4700261664657632e-05	0.0001478115491245059
say we	1.0	1.4700261664657632e-05	8.172130382289809e-05
trying so	1.0	1.4700261664657632e-05	0.00011341514182605199
technician had	1.0	1.4700261664657632e-05	0.00023601311911245168
labor ?	1.0	1.4700261664657632e-05	0.0001478115491245059
a much	1.0	1.4700261664657632e-05	-6.936835989040932e-05
find there	1.0	1.4700261664657632e-05	9.621693817682505e-05
the terrible	1.0	1.4700261664657632e-05	-0.00011352215413302094
open protest	1.0	1.4700261664657632e-05	9.467436857419851e-05
knot and	1.0	1.4700261664657632e-05	0.0002066125957831364
herself and	1.0	1.4700261664657632e-05	0.0001089461713310927
heart until	1.0	1.4700261664657632e-05	0.0001184110257951906
following the	1.0	1.4700261664657632e-05	0.00016001386880459419
two liquor	1.0	1.4700261664657632e-05	5.232078049358283e-05
against pant-legs	1.0	1.4700261664657632e-05	9.948131686699478e-05
told linda	1.0	1.4700261664657632e-05	7.181229881664841e-05
trances with	1.0	1.4700261664657632e-05	0.00023601311911245168
a turkey	1.0	1.4700261664657632e-05	-6.936835989040932e-05
my checkbook	1.0	1.4700261664657632e-05	2.9226802070807274e-05
president ''	1.0	1.4700261664657632e-05	0.00013834669466040797
green of	1.0	1.4700261664657632e-05	0.00015347541523282905
just lying	1.0	1.4700261664657632e-05	6.306033490165458e-05
figure he'd	1.0	1.4700261664657632e-05	9.174796768186576e-05
darkness to	1.0	1.4700261664657632e-05	0.00014281566515536725
in glory	1.0	1.4700261664657632e-05	-5.5737902127050665e-05
him accusingly	1.0	1.4700261664657632e-05	-1.6167777251754643e-05
. professor	1.0	1.4700261664657632e-05	-0.0001117752657945447
shapes ,	1.0	1.4700261664657632e-05	0.00017721207245382112
did anything	1.0	1.4700261664657632e-05	3.189955943411573e-05
niggers !	1.0	1.4700261664657632e-05	0.00018941439213390946
the lordly	1.0	1.4700261664657632e-05	-0.00011352215413302094
first believed	1.0	1.4700261664657632e-05	6.603811797980651e-05
shapes .	1.0	1.4700261664657632e-05	0.00017721207245382112
illegal because	1.0	1.4700261664657632e-05	0.00023601311911245168
the bearded	1.0	1.4700261664657632e-05	-0.00011352215413302094
in colored	1.0	1.4700261664657632e-05	-5.5737902127050665e-05
after having	1.0	1.4700261664657632e-05	5.830476879467748e-05
salvation army	1.0	1.4700261664657632e-05	0.00018941439213390946
the catholic	1.0	1.4700261664657632e-05	-0.00011352215413302094
had spent	1.0	1.4700261664657632e-05	-4.3521019017048724e-05
light sticks	1.0	1.4700261664657632e-05	0.00010687668825428683
it merited	1.0	1.4700261664657632e-05	-3.581096892023239e-05
not spill	1.0	1.4700261664657632e-05	-7.85307172315906e-06
, good	1.0	1.4700261664657632e-05	-0.000111949745634189
! wait	1.0	1.4700261664657632e-05	-3.5937112025656026e-06
. such	1.0	1.4700261664657632e-05	-0.0001117752657945447
the proprietor	1.0	1.4700261664657632e-05	-0.00011352215413302094
newspapers ,	1.0	1.4700261664657632e-05	0.00023601311911245168
you wait	1.0	1.4700261664657632e-05	-3.293950313908665e-06
knocked lightly	1.0	1.4700261664657632e-05	0.00017721207245382112
lightning might	1.0	1.4700261664657632e-05	0.00017721207245382112
for not	1.0	1.4700261664657632e-05	-1.9579946994605217e-05
in john	1.0	1.4700261664657632e-05	-5.5737902127050665e-05
`` ten	1.0	1.4700261664657632e-05	-4.203882805694051e-05
husband ,	1.0	1.4700261664657632e-05	0.00016001386880459419
. good	1.0	1.4700261664657632e-05	-0.0001117752657945447
, choosing	1.0	1.4700261664657632e-05	-0.000111949745634189
would scuff	1.0	1.4700261664657632e-05	-4.626499354260601e-06
instructed .	1.0	1.4700261664657632e-05	0.0002066125957831364
had nearly	1.0	1.4700261664657632e-05	-4.3521019017048724e-05
`` does	1.0	1.4700261664657632e-05	-4.203882805694051e-05
lines moving	1.0	1.4700261664657632e-05	0.00014281566515536725
and foreboding	1.0	1.4700261664657632e-05	-8.120481652893136e-05
fortunate man	1.0	1.4700261664657632e-05	0.00018941439213390946
his moments	1.0	1.4700261664657632e-05	-4.7255367941666414e-05
obliged to	1.0	1.4700261664657632e-05	0.00018941439213390946
were making	1.0	1.4700261664657632e-05	3.5463976939199574e-06
the day's	1.0	1.4700261664657632e-05	-0.00011352215413302094
adam heard	1.0	1.4700261664657632e-05	0.00011341514182605199
marquees were	1.0	1.4700261664657632e-05	0.00023601311911245168
his world	1.0	1.4700261664657632e-05	-4.7255367941666414e-05
so made	1.0	1.4700261664657632e-05	2.795103705409658e-05
school on	1.0	1.4700261664657632e-05	0.00011112182715221335
how the	1.0	1.4700261664657632e-05	4.562316730089732e-05
knew only	1.0	1.4700261664657632e-05	6.306033490165458e-05
the monk	1.0	1.4700261664657632e-05	-0.00011352215413302094
closed she	1.0	1.4700261664657632e-05	0.00011583957249056182
slope toward	1.0	1.4700261664657632e-05	0.0002066125957831364
his shoulders	1.0	1.4700261664657632e-05	-4.7255367941666414e-05
speak english	1.0	1.4700261664657632e-05	0.00013430401910253495
or merely	1.0	1.4700261664657632e-05	1.7431158461032354e-05
they're fixing	1.0	1.4700261664657632e-05	0.00016001386880459419
either .	1.0	1.4700261664657632e-05	0.00016001386880459419
chinked with	1.0	1.4700261664657632e-05	0.00023601311911245168
studying the	1.0	1.4700261664657632e-05	0.00017721207245382112
planes made	1.0	1.4700261664657632e-05	0.00023601311911245168
be downed	1.0	1.4700261664657632e-05	8.089324779295603e-07
still unendurable	1.0	1.4700261664657632e-05	6.027796127574461e-05
cove had	1.0	1.4700261664657632e-05	0.00023601311911245168
boulevard was	1.0	1.4700261664657632e-05	0.0002066125957831364
longer possessed	1.0	1.4700261664657632e-05	0.00013061334547527894
school principal	1.0	1.4700261664657632e-05	0.00011112182715221335
could win	1.0	1.4700261664657632e-05	1.8675118266341043e-05
the yards	1.0	1.4700261664657632e-05	-0.00011352215413302094
of cord	1.0	1.4700261664657632e-05	-7.19491290434441e-05
between fiery	1.0	1.4700261664657632e-05	0.000121148491011181
boots and	1.0	1.4700261664657632e-05	0.00016001386880459419
`` can	1.0	1.4700261664657632e-05	-4.203882805694051e-05
good work	1.0	1.4700261664657632e-05	6.234744435255049e-05
bit ,	1.0	1.4700261664657632e-05	0.00016774721798972324
last days	1.0	1.4700261664657632e-05	9.035715491091473e-05
obsequious and	1.0	1.4700261664657632e-05	0.0002066125957831364
! ludie	1.0	1.4700261664657632e-05	-3.5937112025656026e-06
collapsed and	1.0	1.4700261664657632e-05	0.00018941439213390946
idols ;	1.0	1.4700261664657632e-05	0.00023601311911245168
might weep	1.0	1.4700261664657632e-05	7.550297244390442e-05
resist every	1.0	1.4700261664657632e-05	0.00023601311911245168
near spuyten	1.0	1.4700261664657632e-05	0.00010301803029179447
shot the	1.0	1.4700261664657632e-05	0.00017721207245382112
report official	1.0	1.4700261664657632e-05	0.00016001386880459419
a pfennig	1.0	1.4700261664657632e-05	-6.936835989040932e-05
past verplanck's	1.0	1.4700261664657632e-05	0.00011112182715221335
indication of	1.0	1.4700261664657632e-05	0.00023601311911245168
seeing you	1.0	1.4700261664657632e-05	0.000121148491011181
bunks ,	1.0	1.4700261664657632e-05	0.00023601311911245168
be known	1.0	1.4700261664657632e-05	8.089324779295603e-07
a mackinaw	1.0	1.4700261664657632e-05	-6.936835989040932e-05
, killable	1.0	1.4700261664657632e-05	-0.000111949745634189
, week	1.0	1.4700261664657632e-05	-0.000111949745634189
pulling on	1.0	1.4700261664657632e-05	0.00017721207245382112
the separation	1.0	1.4700261664657632e-05	-0.00011352215413302094
dead room	1.0	1.4700261664657632e-05	0.00011112182715221335
won't have	1.0	1.4700261664657632e-05	0.00014281566515536725
the superintendent	1.0	1.4700261664657632e-05	-0.00011352215413302094
gets back	1.0	1.4700261664657632e-05	0.00018941439213390946
strange wood	1.0	1.4700261664657632e-05	0.00013430401910253495
stairs he	1.0	1.4700261664657632e-05	0.000121148491011181
with sweat	1.0	1.4700261664657632e-05	-2.611840056637036e-05
mopped her	1.0	1.4700261664657632e-05	0.0002066125957831364
of tropical	1.0	1.4700261664657632e-05	-7.19491290434441e-05
a hell	1.0	1.4700261664657632e-05	-6.936835989040932e-05
trainman called	1.0	1.4700261664657632e-05	0.00023601311911245168
their early	1.0	1.4700261664657632e-05	1.9183100256516433e-05
or made	1.0	1.4700261664657632e-05	1.7431158461032354e-05
ching about	1.0	1.4700261664657632e-05	0.00017721207245382112
of golf	1.0	1.4700261664657632e-05	-7.19491290434441e-05
andrei smiled	1.0	1.4700261664657632e-05	0.00011341514182605199
a color	1.0	1.4700261664657632e-05	-6.936835989040932e-05
excited about	1.0	1.4700261664657632e-05	0.00017721207245382112
brooding over	1.0	1.4700261664657632e-05	0.0002066125957831364
hens' eggs	1.0	1.4700261664657632e-05	0.00023601311911245168
so linda	1.0	1.4700261664657632e-05	2.795103705409658e-05
averting his	1.0	1.4700261664657632e-05	0.00023601311911245168
but while	1.0	1.4700261664657632e-05	-5.492161833091695e-06
one was	1.0	1.4700261664657632e-05	1.4816460303848679e-05
to linda	1.0	1.4700261664657632e-05	-7.44099753887292e-05
set i	1.0	1.4700261664657632e-05	0.00011583957249056182
, fell	1.0	1.4700261664657632e-05	-0.000111949745634189
french teacher	1.0	1.4700261664657632e-05	0.00015347541523282905
graciously .	1.0	1.4700261664657632e-05	0.00023601311911245168
whose insularity	1.0	1.4700261664657632e-05	0.00013430401910253495
was wreathed	1.0	1.4700261664657632e-05	-6.068036238943314e-05
she'd played	1.0	1.4700261664657632e-05	0.0001272182548505197
base coils	1.0	1.4700261664657632e-05	0.0002066125957831364
promising .	1.0	1.4700261664657632e-05	0.00023601311911245168
dollars .	1.0	1.4700261664657632e-05	0.00016774721798972324
fired .	1.0	1.4700261664657632e-05	0.00016001386880459419
chord of	1.0	1.4700261664657632e-05	0.00023601311911245168
were delighted	1.0	1.4700261664657632e-05	3.5463976939199574e-06
waves breakin	1.0	1.4700261664657632e-05	0.0002066125957831364
asked a	1.0	1.4700261664657632e-05	7.008079353767952e-05
yet a	1.0	1.4700261664657632e-05	9.035715491091473e-05
hired ,	1.0	1.4700261664657632e-05	0.0002066125957831364
granted ,	1.0	1.4700261664657632e-05	0.00023601311911245168
. hell	1.0	1.4700261664657632e-05	-0.0001117752657945447
a corridor	1.0	1.4700261664657632e-05	-6.936835989040932e-05
hired .	1.0	1.4700261664657632e-05	0.0002066125957831364
sit .	1.0	1.4700261664657632e-05	0.00012407489190351378
and social	1.0	1.4700261664657632e-05	-8.120481652893136e-05
on sunday	1.0	1.4700261664657632e-05	-2.311666041940491e-05
figured it	1.0	1.4700261664657632e-05	0.00018941439213390946
mrs. andrus	1.0	1.4700261664657632e-05	7.849828641265795e-05
decorator these	1.0	1.4700261664657632e-05	0.00023601311911245168
own salvation	1.0	1.4700261664657632e-05	6.603811797980651e-05
asks .	1.0	1.4700261664657632e-05	0.0002066125957831364
was ''	1.0	1.4700261664657632e-05	-6.068036238943314e-05
gas flamed	1.0	1.4700261664657632e-05	0.0002066125957831364
! krist	1.0	1.4700261664657632e-05	-3.5937112025656026e-06
the cat	1.0	1.4700261664657632e-05	-0.00011352215413302094
not great	1.0	1.4700261664657632e-05	-7.85307172315906e-06
he expiating	1.0	1.4700261664657632e-05	-6.837481566243097e-05
often accompanied	1.0	1.4700261664657632e-05	0.00013061334547527894
his footsteps	1.0	1.4700261664657632e-05	-4.7255367941666414e-05
the fat	1.0	1.4700261664657632e-05	-0.00011352215413302094
-- has	1.0	1.4700261664657632e-05	1.6701925785273893e-05
that both	1.0	1.4700261664657632e-05	-3.329189181802756e-05
j. ''	1.0	1.4700261664657632e-05	0.00023601311911245168
restrain herself	1.0	1.4700261664657632e-05	0.00023601311911245168
i tell	1.0	1.4700261664657632e-05	-2.8508666114891465e-05
so broad	1.0	1.4700261664657632e-05	2.795103705409658e-05
he'd hit	1.0	1.4700261664657632e-05	0.00011341514182605199
from blowing	1.0	1.4700261664657632e-05	4.43939887122037e-06
bursting out	1.0	1.4700261664657632e-05	0.00016774721798972324
: works	1.0	1.4700261664657632e-05	4.8075641595656306e-05
'low nigras	1.0	1.4700261664657632e-05	0.00023601311911245168
victory ?	1.0	1.4700261664657632e-05	0.0001478115491245059
pumps and	1.0	1.4700261664657632e-05	0.00023601311911245168
knees .	1.0	1.4700261664657632e-05	0.00017721207245382112
my pleasure	1.0	1.4700261664657632e-05	2.9226802070807274e-05
high order	1.0	1.4700261664657632e-05	0.00011112182715221335
and bone	1.0	1.4700261664657632e-05	-8.120481652893136e-05
his second	1.0	1.4700261664657632e-05	-4.7255367941666414e-05
since dawn	1.0	1.4700261664657632e-05	8.28524639032978e-05
breakfast table	1.0	1.4700261664657632e-05	0.0001478115491245059
geese .	1.0	1.4700261664657632e-05	0.00023601311911245168
frail figure	1.0	1.4700261664657632e-05	0.00018941439213390946
early-morning watch	1.0	1.4700261664657632e-05	0.00023601311911245168
her muzzle	1.0	1.4700261664657632e-05	-1.9477368977968052e-05
could run	1.0	1.4700261664657632e-05	1.8675118266341043e-05
tried it	1.0	1.4700261664657632e-05	9.781773152120441e-05
cord .	1.0	1.4700261664657632e-05	0.0002066125957831364
may be	1.0	1.4700261664657632e-05	0.00013834669466040797
lit a	1.0	1.4700261664657632e-05	0.00017721207245382112
he occasionally	1.0	1.4700261664657632e-05	-6.837481566243097e-05
important superior	1.0	1.4700261664657632e-05	0.00013061334547527894
the fort	1.0	1.4700261664657632e-05	-0.00011352215413302094
material could	1.0	1.4700261664657632e-05	0.00016774721798972324
politely declined	1.0	1.4700261664657632e-05	0.00023601311911245168
unhesitatingly ,	1.0	1.4700261664657632e-05	0.0002066125957831364
. dr.	1.0	1.4700261664657632e-05	-0.0001117752657945447
intensity ,	1.0	1.4700261664657632e-05	0.0002066125957831364
were white	1.0	1.4700261664657632e-05	3.5463976939199574e-06
sharp stakes	1.0	1.4700261664657632e-05	0.00013834669466040797
? ludie	1.0	1.4700261664657632e-05	-3.293950313908665e-06
deep-set eyes	1.0	1.4700261664657632e-05	0.00023601311911245168
have observed	1.0	1.4700261664657632e-05	1.842339058858771e-05
the motives	1.0	1.4700261664657632e-05	-0.00011352215413302094
close and	1.0	1.4700261664657632e-05	0.0001184110257951906
thinks the	1.0	1.4700261664657632e-05	0.00023601311911245168
almost singing	1.0	1.4700261664657632e-05	9.467436857419851e-05
ruffled collar	1.0	1.4700261664657632e-05	0.0002066125957831364
a writer	1.0	1.4700261664657632e-05	-6.936835989040932e-05
he prayed	1.0	1.4700261664657632e-05	-6.837481566243097e-05
be cool	1.0	1.4700261664657632e-05	8.089324779295603e-07
or stoicism	1.0	1.4700261664657632e-05	1.7431158461032354e-05
joined them	1.0	1.4700261664657632e-05	0.0002066125957831364
david reached	1.0	1.4700261664657632e-05	0.00013430401910253495
the master	1.0	1.4700261664657632e-05	-0.00011352215413302094
at college	1.0	1.4700261664657632e-05	-1.7801457583016492e-05
yawning .	1.0	1.4700261664657632e-05	0.0002066125957831364
they wanted	1.0	1.4700261664657632e-05	-7.717773397253996e-06
the portable	1.0	1.4700261664657632e-05	-0.00011352215413302094
building .	1.0	1.4700261664657632e-05	0.00015347541523282905
this full-grown	1.0	1.4700261664657632e-05	1.6701925785273893e-05
though his	1.0	1.4700261664657632e-05	8.061952787197747e-05
connected by	1.0	1.4700261664657632e-05	0.0002066125957831364
